date,vix
2015-01-02,17.7900009155273
2015-01-05,19.9200000762939
2015-01-06,21.1200008392334
2015-01-07,19.3099994659424
2015-01-08,17.0100002288818
2015-01-09,17.5499992370605
2015-01-12,19.6000003814697
2015-01-13,20.5599994659424
2015-01-14,21.4799995422363
2015-01-15,22.3899993896484
2015-01-16,20.9500007629395
2015-01-20,19.8899993896484
2015-01-21,18.8500003814697
2015-01-22,16.3999996185303
2015-01-23,16.6599998474121
2015-01-26,15.5200004577637
2015-01-27,17.2199993133545
2015-01-28,20.4400005340576
2015-01-29,18.7600002288818
2015-01-30,20.9699993133545
2015-02-02,19.4300003051758
2015-02-03,17.3299999237061
2015-02-04,18.3299999237061
2015-02-05,16.8500003814697
2015-02-06,17.2900009155273
2015-02-09,18.5499992370605
2015-02-10,17.2299995422363
2015-02-11,16.9599990844727
2015-02-12,15.3400001525879
2015-02-13,14.6899995803833
2015-02-17,15.8000001907349
2015-02-18,15.4499998092651
2015-02-19,15.289999961853
2015-02-20,14.3000001907349
2015-02-23,14.5600004196167
2015-02-24,13.6899995803833
2015-02-25,13.8400001525879
2015-02-26,13.9099998474121
2015-02-27,13.3400001525879
2015-03-02,13.039999961853
2015-03-03,13.8599996566772
2015-03-04,14.2299995422363
2015-03-05,14.039999961853
2015-03-06,15.1999998092651
2015-03-09,15.0600004196167
2015-03-10,16.6900005340576
2015-03-11,16.8700008392334
2015-03-12,15.4200000762939
2015-03-13,16
2015-03-16,15.6099996566772
2015-03-17,15.6599998474121
2015-03-18,13.9700002670288
2015-03-19,14.0699996948242
2015-03-20,13.0200004577637
2015-03-23,13.4099998474121
2015-03-24,13.6199998855591
2015-03-25,15.4399995803833
2015-03-26,15.8000001907349
2015-03-27,15.0699996948242
2015-03-30,14.5100002288818
2015-03-31,15.289999961853
2015-04-01,15.1099996566772
2015-04-02,14.6700000762939
2015-04-06,14.7399997711182
2015-04-07,14.7799997329712
2015-04-08,13.9799995422363
2015-04-09,13.0900001525879
2015-04-10,12.5799999237061
2015-04-13,13.9399995803833
2015-04-14,13.6700000762939
2015-04-15,12.8400001525879
2015-04-16,12.6000003814697
2015-04-17,13.8900003433228
2015-04-20,13.3000001907349
2015-04-21,13.25
2015-04-22,12.710000038147
2015-04-23,12.4799995422363
2015-04-24,12.289999961853
2015-04-27,13.1199998855591
2015-04-28,12.4099998474121
2015-04-29,13.3900003433228
2015-04-30,14.5500001907349
2015-05-01,12.6999998092651
2015-05-04,12.8500003814697
2015-05-05,14.3100004196167
2015-05-06,15.1499996185303
2015-05-07,15.1300001144409
2015-05-08,12.8599996566772
2015-05-11,13.8500003814697
2015-05-12,13.8599996566772
2015-05-13,13.7600002288818
2015-05-14,12.7399997711182
2015-05-15,12.3800001144409
2015-05-18,12.7299995422363
2015-05-19,12.8500003814697
2015-05-20,12.8800001144409
2015-05-21,12.1099996566772
2015-05-22,12.1300001144409
2015-05-26,14.0600004196167
2015-05-27,13.2700004577637
2015-05-28,13.3100004196167
2015-05-29,13.8400001525879
2015-06-01,13.9700002670288
2015-06-02,14.2399997711182
2015-06-03,13.6599998474121
2015-06-04,14.710000038147
2015-06-05,14.210000038147
2015-06-08,15.289999961853
2015-06-09,14.4700002670288
2015-06-10,13.2200002670288
2015-06-11,12.8500003814697
2015-06-12,13.7799997329712
2015-06-15,15.3900003433228
2015-06-16,14.8100004196167
2015-06-17,14.5
2015-06-18,13.1899995803833
2015-06-19,13.960000038147
2015-06-22,12.7399997711182
2015-06-23,12.1099996566772
2015-06-24,13.2600002288818
2015-06-25,14.0100002288818
2015-06-26,14.0200004577637
2015-06-29,18.8500003814697
2015-06-30,18.2299995422363
2015-07-01,16.0900001525879
2015-07-02,16.7900009155273
2015-07-06,17.0100002288818
2015-07-07,16.0900001525879
2015-07-08,19.6599998474121
2015-07-09,19.9699993133545
2015-07-10,16.8299999237061
2015-07-13,13.8999996185303
2015-07-14,13.3699998855591
2015-07-15,13.2299995422363
2015-07-16,12.1099996566772
2015-07-17,11.9499998092651
2015-07-20,12.25
2015-07-21,12.2200002670288
2015-07-22,12.1199998855591
2015-07-23,12.6400003433228
2015-07-24,13.7399997711182
2015-07-27,15.6000003814697
2015-07-28,13.4399995803833
2015-07-29,12.5
2015-07-30,12.1300001144409
2015-07-31,12.1199998855591
2015-08-03,12.5600004196167
2015-08-04,13
2015-08-05,12.5100002288818
2015-08-06,13.7700004577637
2015-08-07,13.3900003433228
2015-08-10,12.2299995422363
2015-08-11,13.710000038147
2015-08-12,13.6099996566772
2015-08-13,13.4899997711182
2015-08-14,12.8299999237061
2015-08-17,13.0200004577637
2015-08-18,13.789999961853
2015-08-19,15.25
2015-08-20,19.1399993896484
2015-08-21,28.0300006866455
2015-08-24,40.7400016784668
2015-08-25,36.0200004577637
2015-08-26,30.3199996948242
2015-08-27,26.1000003814697
2015-08-28,26.0499992370606
2015-08-31,28.4300003051758
2015-09-01,31.3999996185303
2015-09-02,26.0900001525879
2015-09-03,25.6100006103516
2015-09-04,27.7999992370606
2015-09-08,24.8999996185303
2015-09-09,26.2299995422363
2015-09-10,24.3700008392334
2015-09-11,23.2000007629395
2015-09-14,24.25
2015-09-15,22.5400009155273
2015-09-16,21.3500003814697
2015-09-17,21.1399993896484
2015-09-18,22.2800006866455
2015-09-21,20.1399993896484
2015-09-22,22.4400005340576
2015-09-23,22.1299991607666
2015-09-24,23.4699993133545
2015-09-25,23.6200008392334
2015-09-28,27.6299991607666
2015-09-29,26.8299999237061
2015-09-30,24.5
2015-10-01,22.5499992370606
2015-10-02,20.9400005340576
2015-10-05,19.5400009155273
2015-10-06,19.3999996185303
2015-10-07,18.3999996185303
2015-10-08,17.4200000762939
2015-10-09,17.0799999237061
2015-10-12,16.1700000762939
2015-10-13,17.6700000762939
2015-10-14,18.0300006866455
2015-10-15,16.0499992370605
2015-10-16,15.0500001907349
2015-10-19,14.9799995422363
2015-10-20,15.75
2015-10-21,16.7000007629395
2015-10-22,14.4499998092651
2015-10-23,14.460000038147
2015-10-26,15.289999961853
2015-10-27,15.4300003051758
2015-10-28,14.3299999237061
2015-10-29,14.6099996566772
2015-10-30,15.0699996948242
2015-11-02,14.1499996185303
2015-11-03,14.539999961853
2015-11-04,15.5100002288818
2015-11-05,15.0500001907349
2015-11-06,14.3299999237061
2015-11-09,16.5200004577637
2015-11-10,15.289999961853
2015-11-11,16.0599994659424
2015-11-12,18.3700008392334
2015-11-13,20.0799999237061
2015-11-16,18.1599998474121
2015-11-17,18.8400001525879
2015-11-18,16.8500003814697
2015-11-19,16.9899997711182
2015-11-20,15.4700002670288
2015-11-23,15.6199998855591
2015-11-24,15.9300003051758
2015-11-25,15.1899995803833
2015-11-27,15.1199998855591
2015-11-30,16.1299991607666
2015-12-01,14.6700000762939
2015-12-02,15.9099998474121
2015-12-03,18.1100006103516
2015-12-04,14.8100004196167
2015-12-07,15.8400001525879
2015-12-08,17.6000003814697
2015-12-09,19.6100006103516
2015-12-10,19.3400001525879
2015-12-11,24.3899993896484
2015-12-14,22.7299995422363
2015-12-15,20.9500007629395
2015-12-16,17.8600006103516
2015-12-17,18.9400005340576
2015-12-18,20.7000007629395
2015-12-21,18.7000007629395
2015-12-22,16.6000003814697
2015-12-23,15.5699996948242
2015-12-24,15.7399997711182
2015-12-28,16.9099998474121
2015-12-29,16.0799999237061
2015-12-30,17.2900009155273
2015-12-31,18.2099990844727
2016-01-04,20.7000007629395
2016-01-05,19.3400001525879
2016-01-06,20.5900001525879
2016-01-07,24.9899997711182
2016-01-08,27.0100002288818
2016-01-11,24.2999992370606
2016-01-12,22.4699993133545
2016-01-13,25.2199993133545
2016-01-14,23.9500007629395
2016-01-15,27.0200004577637
2016-01-19,26.0499992370606
2016-01-20,27.5900001525879
2016-01-21,26.6900005340576
2016-01-22,22.3400001525879
2016-01-25,24.1499996185303
2016-01-26,22.5
2016-01-27,23.1100006103516
2016-01-28,22.4200000762939
2016-01-29,20.2000007629395
2016-02-01,19.9799995422363
2016-02-02,21.9799995422363
2016-02-03,21.6499996185303
2016-02-04,21.8400001525879
2016-02-05,23.3799991607666
2016-02-08,26
2016-02-09,26.5400009155273
2016-02-10,26.2900009155273
2016-02-11,28.1399993896484
2016-02-12,25.3999996185303
2016-02-16,24.1100006103516
2016-02-17,22.3099994659424
2016-02-18,21.6399993896484
2016-02-19,20.5300006866455
2016-02-22,19.3799991607666
2016-02-23,20.9799995422363
2016-02-24,20.7199993133545
2016-02-25,19.1100006103516
2016-02-26,19.8099994659424
2016-02-29,20.5499992370605
2016-03-01,17.7000007629395
2016-03-02,17.0900001525879
2016-03-03,16.7000007629395
2016-03-04,16.8600006103516
2016-03-07,17.3500003814697
2016-03-08,18.6700000762939
2016-03-09,18.3400001525879
2016-03-10,18.0499992370605
2016-03-11,16.5
2016-03-14,16.9200000762939
2016-03-15,16.8400001525879
2016-03-16,14.9899997711182
2016-03-17,14.4399995803833
2016-03-18,14.0200004577637
2016-03-21,13.789999961853
2016-03-22,14.1700000762939
2016-03-23,14.9399995803833
2016-03-24,14.7399997711182
2016-03-28,15.2399997711182
2016-03-29,13.8199996948242
2016-03-30,13.5600004196167
2016-03-31,13.9499998092651
2016-04-01,13.1000003814697
2016-04-04,14.1199998855591
2016-04-05,15.4200000762939
2016-04-06,14.0900001525879
2016-04-07,16.1599998474121
2016-04-08,15.3599996566772
2016-04-11,16.2600002288818
2016-04-12,14.8500003814697
2016-04-13,13.8400001525879
2016-04-14,13.7200002670288
2016-04-15,13.6199998855591
2016-04-18,13.3500003814697
2016-04-19,13.2399997711182
2016-04-20,13.2799997329712
2016-04-21,13.9499998092651
2016-04-22,13.2200002670288
2016-04-25,14.0799999237061
2016-04-26,13.960000038147
2016-04-27,13.7700004577637
2016-04-28,15.2200002670288
2016-04-29,15.6999998092651
2016-05-02,14.6800003051758
2016-05-03,15.6000003814697
2016-05-04,16.0499992370605
2016-05-05,15.9099998474121
2016-05-06,14.7200002670288
2016-05-09,14.5699996948242
2016-05-10,13.6300001144409
2016-05-11,14.6899995803833
2016-05-12,14.4099998474121
2016-05-13,15.039999961853
2016-05-16,14.6800003051758
2016-05-17,15.5699996948242
2016-05-18,15.9499998092651
2016-05-19,16.3299999237061
2016-05-20,15.1999998092651
2016-05-23,15.8199996948242
2016-05-24,14.4200000762939
2016-05-25,13.8999996185303
2016-05-26,13.4300003051758
2016-05-27,13.1199998855591
2016-05-31,14.1899995803833
2016-06-01,14.1999998092651
2016-06-02,13.6300001144409
2016-06-03,13.4700002670288
2016-06-06,13.6499996185303
2016-06-07,14.0500001907349
2016-06-08,14.0799999237061
2016-06-09,14.6400003433228
2016-06-10,17.0300006866455
2016-06-13,20.9699993133545
2016-06-14,20.5
2016-06-15,20.1399993896484
2016-06-16,19.3700008392334
2016-06-17,19.4099998474121
2016-06-20,18.3700008392334
2016-06-21,18.4799995422363
2016-06-22,21.1700000762939
2016-06-23,17.25
2016-06-24,25.7600002288818
2016-06-27,23.8500003814697
2016-06-28,18.75
2016-06-29,16.6399993896484
2016-06-30,15.6300001144409
2016-07-01,14.7700004577637
2016-07-05,15.5799999237061
2016-07-06,14.960000038147
2016-07-07,14.7600002288818
2016-07-08,13.1999998092651
2016-07-11,13.539999961853
2016-07-12,13.5500001907349
2016-07-13,13.039999961853
2016-07-14,12.8199996948242
2016-07-15,12.6700000762939
2016-07-18,12.4399995803833
2016-07-19,11.9700002670288
2016-07-20,11.7700004577637
2016-07-21,12.7399997711182
2016-07-22,12.0200004577637
2016-07-25,12.8699998855591
2016-07-26,13.0500001907349
2016-07-27,12.8299999237061
2016-07-28,12.7200002670288
2016-07-29,11.8699998855591
2016-08-01,12.4399995803833
2016-08-02,13.3699998855591
2016-08-03,12.8599996566772
2016-08-04,12.4200000762939
2016-08-05,11.3900003433228
2016-08-08,11.5
2016-08-09,11.6599998474121
2016-08-10,12.0500001907349
2016-08-11,11.6800003051758
2016-08-12,11.5500001907349
2016-08-15,11.8100004196167
2016-08-16,12.6400003433228
2016-08-17,12.1899995803833
2016-08-18,11.4300003051758
2016-08-19,11.3400001525879
2016-08-22,12.2700004577637
2016-08-23,12.3800001144409
2016-08-24,13.4499998092651
2016-08-25,13.6300001144409
2016-08-26,13.6499996185303
2016-08-29,12.9399995803833
2016-08-30,13.1199998855591
2016-08-31,13.4200000762939
2016-09-01,13.4799995422363
2016-09-02,11.9799995422363
2016-09-06,12.0200004577637
2016-09-07,11.9399995803833
2016-09-08,12.5100002288818
2016-09-09,17.5
2016-09-12,15.1599998474121
2016-09-13,17.8500003814697
2016-09-14,18.1399993896484
2016-09-15,16.2999992370605
2016-09-16,15.3699998855591
2016-09-19,15.5299997329712
2016-09-20,15.9200000762939
2016-09-21,13.3000001907349
2016-09-22,12.0200004577637
2016-09-23,12.289999961853
2016-09-26,14.5
2016-09-27,13.1000003814697
2016-09-28,12.3900003433228
2016-09-29,14.0200004577637
2016-09-30,13.289999961853
2016-10-03,13.5699996948242
2016-10-04,13.6300001144409
2016-10-05,12.9899997711182
2016-10-06,12.8400001525879
2016-10-07,13.4799995422363
2016-10-10,13.3800001144409
2016-10-11,15.3599996566772
2016-10-12,15.9099998474121
2016-10-13,16.6900005340576
2016-10-14,16.1200008392334
2016-10-17,16.2099990844727
2016-10-18,15.2799997329712
2016-10-19,14.4099998474121
2016-10-20,13.75
2016-10-21,13.3400001525879
2016-10-24,13.0200004577637
2016-10-25,13.460000038147
2016-10-26,14.2399997711182
2016-10-27,15.3599996566772
2016-10-28,16.1900005340576
2016-10-31,17.0599994659424
2016-11-01,18.5599994659424
2016-11-02,19.3199996948242
2016-11-03,22.0799999237061
2016-11-04,22.5100002288818
2016-11-07,18.7099990844727
2016-11-08,18.7399997711182
2016-11-09,14.3800001144409
2016-11-10,14.7399997711182
2016-11-11,14.1700000762939
2016-11-14,14.4799995422363
2016-11-15,13.3699998855591
2016-11-16,13.7200002670288
2016-11-17,13.3500003814697
2016-11-18,12.8500003814697
2016-11-21,12.4200000762939
2016-11-22,12.4099998474121
2016-11-23,12.4300003051758
2016-11-25,12.3400001525879
2016-11-28,13.1499996185303
2016-11-29,12.8999996185303
2016-11-30,13.3299999237061
2016-12-01,14.0699996948242
2016-12-02,14.1199998855591
2016-12-05,12.1400003433228
2016-12-06,11.789999961853
2016-12-07,12.2200002670288
2016-12-08,12.6400003433228
2016-12-09,11.75
2016-12-12,12.6400003433228
2016-12-13,12.7200002670288
2016-12-14,13.1899995803833
2016-12-15,12.789999961853
2016-12-16,12.1999998092651
2016-12-19,11.710000038147
2016-12-20,11.4499998092651
2016-12-21,11.2700004577637
2016-12-22,11.4300003051758
2016-12-23,11.4399995803833
2016-12-27,11.9899997711182
2016-12-28,12.9499998092651
2016-12-29,13.3699998855591
2016-12-30,14.039999961853
2017-01-03,12.8500003814697
2017-01-04,11.8500003814697
2017-01-05,11.6700000762939
2017-01-06,11.3199996948242
2017-01-09,11.5600004196167
2017-01-10,11.4899997711182
2017-01-11,11.2600002288818
2017-01-12,11.539999961853
2017-01-13,11.2299995422363
2017-01-17,11.8699998855591
2017-01-18,12.4799995422363
2017-01-19,12.7799997329712
2017-01-20,11.539999961853
2017-01-23,11.7700004577637
2017-01-24,11.0699996948242
2017-01-25,10.8100004196167
2017-01-26,10.6300001144409
2017-01-27,10.5799999237061
2017-01-30,11.8800001144409
2017-01-31,11.9899997711182
2017-02-01,11.8100004196167
2017-02-02,11.9300003051758
2017-02-03,10.9700002670288
2017-02-06,11.3699998855591
2017-02-07,11.289999961853
2017-02-08,11.4499998092651
2017-02-09,10.8800001144409
2017-02-10,10.8500003814697
2017-02-13,11.0699996948242
2017-02-14,10.7399997711182
2017-02-15,11.9700002670288
2017-02-16,11.7600002288818
2017-02-17,11.4899997711182
2017-02-21,11.5699996948242
2017-02-22,11.7399997711182
2017-02-23,11.710000038147
2017-02-24,11.4700002670288
2017-02-27,12.0900001525879
2017-02-28,12.9200000762939
2017-03-01,12.539999961853
2017-03-02,11.8100004196167
2017-03-03,10.960000038147
2017-03-06,11.2399997711182
2017-03-07,11.4499998092651
2017-03-08,11.8599996566772
2017-03-09,12.3000001907349
2017-03-10,11.6599998474121
2017-03-13,11.3500003814697
2017-03-14,12.3000001907349
2017-03-15,11.6300001144409
2017-03-16,11.210000038147
2017-03-17,11.2799997329712
2017-03-20,11.3400001525879
2017-03-21,12.4700002670288
2017-03-22,12.8100004196167
2017-03-23,13.1199998855591
2017-03-24,12.960000038147
2017-03-27,12.5
2017-03-28,11.5299997329712
2017-03-29,11.4200000762939
2017-03-30,11.539999961853
2017-03-31,12.3699998855591
2017-04-03,12.3800001144409
2017-04-04,11.789999961853
2017-04-05,12.8900003433228
2017-04-06,12.3900003433228
2017-04-07,12.8699998855591
2017-04-10,14.0500001907349
2017-04-11,15.0699996948242
2017-04-12,15.7700004577637
2017-04-13,15.960000038147
2017-04-17,14.6599998474121
2017-04-18,14.4200000762939
2017-04-19,14.9300003051758
2017-04-20,14.1499996185303
2017-04-21,14.6300001144409
2017-04-24,10.8400001525879
2017-04-25,10.7600002288818
2017-04-26,10.8500003814697
2017-04-27,10.3599996566772
2017-04-28,10.8199996948242
2017-05-01,10.1099996566772
2017-05-02,10.5900001525879
2017-05-03,10.6800003051758
2017-05-04,10.460000038147
2017-05-05,10.5699996948242
2017-05-08,9.77000045776367
2017-05-09,9.96000003814697
2017-05-10,10.210000038147
2017-05-11,10.6000003814697
2017-05-12,10.3999996185303
2017-05-15,10.4200000762939
2017-05-16,10.6499996185303
2017-05-17,15.5900001525879
2017-05-18,14.6599998474121
2017-05-19,12.039999961853
2017-05-22,10.9300003051758
2017-05-23,10.7200002670288
2017-05-24,10.0200004577637
2017-05-25,9.98999977111816
2017-05-26,9.8100004196167
2017-05-30,10.3800001144409
2017-05-31,10.4099998474121
2017-06-01,9.89000034332275
2017-06-02,9.75
2017-06-05,10.0699996948242
2017-06-06,10.4499998092651
2017-06-07,10.3900003433228
2017-06-08,10.1599998474121
2017-06-09,10.6999998092651
2017-06-12,11.460000038147
2017-06-13,10.4200000762939
2017-06-14,10.6400003433228
2017-06-15,10.8999996185303
2017-06-16,10.3800001144409
2017-06-19,10.3699998855591
2017-06-20,10.8599996566772
2017-06-21,10.75
2017-06-22,10.4799995422363
2017-06-23,10.0200004577637
2017-06-26,9.89999961853027
2017-06-27,11.0600004196167
2017-06-28,10.0299997329712
2017-06-29,11.4399995803833
2017-06-30,11.1800003051758
2017-07-03,11.2200002670288
2017-07-05,11.0699996948242
2017-07-06,12.539999961853
2017-07-07,11.1899995803833
2017-07-10,11.1099996566772
2017-07-11,10.8900003433228
2017-07-12,10.3000001907349
2017-07-13,9.89999961853027
2017-07-14,9.51000022888184
2017-07-17,9.81999969482422
2017-07-18,9.89000034332275
2017-07-19,9.78999996185303
2017-07-20,9.57999992370605
2017-07-21,9.35999965667725
2017-07-24,9.43000030517578
2017-07-25,9.43000030517578
2017-07-26,9.60000038146973
2017-07-27,10.1099996566772
2017-07-28,10.289999961853
2017-07-31,10.2600002288818
2017-08-01,10.0900001525879
2017-08-02,10.2799997329712
2017-08-03,10.4399995803833
2017-08-04,10.0299997329712
2017-08-07,9.93000030517578
2017-08-08,10.960000038147
2017-08-09,11.1099996566772
2017-08-10,16.0400009155273
2017-08-11,15.5100002288818
2017-08-14,12.3299999237061
2017-08-15,12.039999961853
2017-08-16,11.7399997711182
2017-08-17,15.5500001907349
2017-08-18,14.2600002288818
2017-08-21,13.1899995803833
2017-08-22,11.3500003814697
2017-08-23,12.25
2017-08-24,12.2299995422363
2017-08-25,11.2799997329712
2017-08-28,11.3199996948242
2017-08-29,11.6999998092651
2017-08-30,11.2200002670288
2017-08-31,10.5900001525879
2017-09-01,10.1300001144409
2017-09-05,12.2299995422363
2017-09-06,11.6300001144409
2017-09-07,11.5500001907349
2017-09-08,12.1199998855591
2017-09-11,10.7299995422363
2017-09-12,10.5799999237061
2017-09-13,10.5
2017-09-14,10.4399995803833
2017-09-15,10.1700000762939
2017-09-18,10.1499996185303
2017-09-19,10.1800003051758
2017-09-20,9.77999973297119
2017-09-21,9.67000007629395
2017-09-22,9.59000015258789
2017-09-25,10.210000038147
2017-09-26,10.1700000762939
2017-09-27,9.86999988555908
2017-09-28,9.55000019073486
2017-09-29,9.51000022888184
2017-10-02,9.44999980926514
2017-10-03,9.51000022888184
2017-10-04,9.63000011444092
2017-10-05,9.1899995803833
2017-10-06,9.64999961853027
2017-10-09,10.3299999237061
